channelId,title,channelDescription,viewCount,subscriberCount,videoCount,error
UCjhZqfzCp1aDE0GeugC0GXw,MC Cabelinho,,1855584036,3330000,79,0
UCI4hPnUgXDCx1ebNDaM8_5Q,SimoneSimariaVEVO,"""Canal oficial da dupla Simone e Simaria - As Coleguinhas: 

A dupla Simone e Simaria """"As Coleguinhas"""" foi formada em fevereiro de 2012, mas a história das irmãs que nasceram predestinadas ao sucesso começou bem antes. Assista aos videos e conheça um pouco da carreira do atual fenômeno da música brasileira que revolucionou ao mostrar para todo o país o ritmo forró de um jeito bem diferente.""",3301706271,3660000,58,0
UCwO0BlAztHYaU6yCJW4FGsw,VouProSerenoVEVO,,506679920,106000,117,0
UCGZjM4VEQquMMkLaEFnWPDA,TiakolaVEVO,,168572072,4930,10,0
UCxIajF1fCsoJYV_IiFZPTVw,Fresh Officiel,Chaine officielle de Fresh. Nouveau freestyle #PKS1 (Ça pue sa mère) disponible ❄️ 🇧🇪 ,101216421,460000,19,0
UC2ISePqOr39OQ90kNN1WLjA,Niska - Topic,,278352625,12600,299,0
UCweazuUMMKdL2wwSyrxla9A,RaeSremmurdVEVO,"Rae Sremmurd is a Tupelo, MS born hip hop duo comprised of brothers Swae Lee and Slim Jxmmi. 

The pair signed to EarDrummers Entertainment on January 1, 2014. They released their debut album, SremmLife, on January 6, 2015 which debuted at number 5 on the US Billboard 200.  Its lead single, ""No Flex Zone,” released in 2014, gained considerable attention after it was officially remixed featuring rappers Nicki Minaj and Pusha T. The single peaked at number 36 on the US Billboard Hot 100. Their second single, ""No Type"" climbed to number 16 on the Billboard Hot 100. Both singles were certified platinum by the Recording Industry Association of America (RIAA).

On August 12 2016, Rae Sremmurd released their second studio album, SremmLife 2, on Ear Drummer Records/ Interscope Records. The album includes the duo’s first Billboard number-one song ""Black Beatles"", which topped the chart in the issue dated November 26, 2016 and held the number one spot for seven consecutive weeks.",4005586410,5220000,70,0
UCRt0qqN1n86QtvUxMQtQTBw,Bloxy Glitches,,160943,169,10,0
UCxrr-B7ydfDYr4sqsxNg5WA,Rolling Loud,"Get Rolling Loud tickets, merch and info: http://RollingLoud.com
Subscribe to the channel http://youtube.com/RollingLoud

Connect with the World’s Largest Hip Hop Festival
http://tiktok.com/@RollingLoud
http://twitter.com/RollingLoud
http://Instagram.com/RollingLoud
http://facebook.com/RollingLoudFest



",212221841,683000,1721,0
UC9iDw30SeRSm18kT98F5iAA,Rae Sremmurd,"Rae Sremmurd is a Tupelo, MS born hip hop duo comprised of brothers Swae Lee  and Slim Jxmmi . After a period of producing music at home and playing at local parties in their mother's basement and bars, the brothers made it to second place on the ""Wild Out Wednesday"" segment on BET's hip hop and R&B show 106 and Park. The pair turned down major label record deals and eventually signed to Ear Drummer Records with CEO Mike Will Made-It on January 1, 2014.

www.raesremmurd.com",4550653693,8560000,73,0
UCHKsIBnhOfusZtsjFyKpX8w,DillonFrancisVEVO,"Dillon Francis on Vevo - Official Music Videos, Live Performances, Interviews and more...",866163786,1190000,54,0
UCqECaJ8Gagnn7YCbPEzWH6g,Taylor Swift,"I'm the problem, it's me
",32033125468,55300000,223,0
UCsmGcXII6-LLWWYgvSQnWKQ,IlleniumVEVO,,164903548,2630,59,0
UCT7fDhHzPWNlI14o4SVD4NQ,Dilsinho Oficial,"Canal oficial do cantor Dilsinho.
",3161470046,5160000,171,0
UCnWiTG19_2QzYuxW5M94d0A,LUCKI,LUCKI's Official Artist YouTube Channel. Subscribe for Official Lucki Content and Premieres.,182661681,279000,114,0
UCtLgQnGkWe74dukALaUNt1Q,LONEWOLF," email: zac@whyloneworld.com
website: https://whyloneworld.com/",17821261,76000,109,0
UCd5mIYUrg9tnpGc0YZWcXFQ,Rocco,The Official Youtube of Rocco's Archival Cartoon Films & Music Videos,264824,546,12,0
UC7VvoTNKBTIK6a8R_NX8QVQ,Perfect Plug,,156204454,325000,2223,0
UCji251MP0HJ4Cj2PC92eMJw,GLORYBOYJUS,Archive Channel: https://www.youtube.com/channel/UCsV9576S2ZQk_XCRmscwVxg/videos,377873,756,123,0
UCYszAbfkoYihTorg8zBUS2A,VazeMuzz,ENJOY THE MUSIC,84343469,88000,183,0
UCcV2wQpCkgb34u4O22WG8Dw,X Ambassadors - Topic,"X Ambassadors made their full-length debut with VHS, a 2015 release that saw the band transition from Ithaca alt-rockers and Brooklyn-indie-scene outsiders to Billboard stalwarts. Now certified platinum, VHS provided an intimate look at Sam Nelson Harris and his brother Casey Harris’s youth, delivering the genre-defying hits “Unsteady” and “Renegades” and leading to a three-year global touring odyssey as well as a string of high-profile festival performances. VHS was followed by X Ambassadors’ 2019 sophomore album ORION, which they supported with an extensive headline tour of the U.S. A project inspired by ’60s and ’70s soul and R&B, the band’s Belong EP arrived in March 2020. The third full-length from X Ambassadors—The Beautiful Liar is the latest and most ambitious outcome of the band’s hyper-creative tendencies. Released in 2021, the band pays homage to those beloved fictions of their childhood through lead singles, “My Own Monster” and “Okay”.",173246934,10600,486,0
UCniqtXw3nZho_0HEO5IBqvg,MadisonBeerMusicVEVO,"Madison Beer on Vevo - Official Music Videos, Live Performances, Interviews and more...",524305437,653000,93,0
UC8zfr8awozk-TKZElaWtxJA,DoveCameronVEVO,,129061030,15100,17,0
UCSnSe-5ECm9qdw69tT86Jxg,Dove Cameron,"ALCHEMICAL
🫀⛓️🌹💔🔪
",413059307,2290000,36,0
UC4QOcdsQoyspiG5_rkWooQg,mostly maddie,"welcome my darling - please take a seat 💌
",231917,462,19,0
UC0zKneMvRlkTCmgD6c_Yhtw,Sam Feldt,"Make sure to follow the Heartfeldt Radio playlist: lnk.to/HFRadio and the Sam Feldt Approved playlist lnk.to/SFAPPROVED for more good music!

Management: mgmt@samfeldt.com 

Bookings
Ace Agency / Aleks Ljubojevic / aleks@aceagency.com
Ace Agency / Jesper Brunings / jesper@aceagency.com

http://www.samfeldt.com
",111335670,174000,412,0
UCZgUaTosf7Ou-2YhEAJsAwg,Heartfeldt Records,"Home of Heartfeldt, a record label & radio show founded by international DJ Sam Feldt. Drop your demo at heartfeldt.me for consideration.",10250075,11400,324,0
UCkDlyGVzEE0yX_zTu4YVlCw,AJMitchellVEVO,,56130002,5300,72,0
UCTY6fxtqkF_dtGanIhZHHVg,Calum Scott,"Ordinary guy aiming for the extraordinary.

‘At Your Worst’ OUT NOW!! 📼🧡 calumscott.lnk.to/atyourworst
",2976219339,6520000,133,0
UCdNZZ9znjaiOXNi004mHxSg,Indie Music Label,"We are lovers of music who collaborate with some of the finest independent artists and labels within India and around the world.We specialise in marketing, promoting, distributing and licensing great records.We are part of E Positive Entertainment – an independent boutique booking agency. Our mission is to empower artists to thrive independently, with honesty, creative thinking and passion.",2441833530,7440000,161,0
UCy-ez61m5LdG3FQVr-4Crcw,Milky Chance Official,"two high school friends making music

",1756980017,1830000,350,0
UCRKNyJc9Bo1vbBO_67wyQEQ,Jess Glynne,"Jess Glynne made history by becoming the first British female solo artist to score 7 number ones on the UK Singles Chart – among them 'I'll Be There’, 'Hold My Hand' and 'Don't Be So Hard on Yourself'. Her two previous Platinum selling albums have both become Number 1 records & she collected three Ivor Novello nominations, won a Grammy & racked up nine Brit Award nominations & 1.2 billion streams.
 
But when Glynne says ""everything has changed"", she isn't exaggerating.  The singer-songwriter brought in fresh management & switched record label to EMI, relocating to Los Angeles for much of 2022 & honing a new, more vulnerable songwriting style with producers including Greg Kurstin, Emile Haynie, Malay, and BOOTS. 
 
They added to a tight, five-member writing team: herself, longtime collaborators Knox Brown & Jin Jin, plus grime musician Wretch-32 & Grammy-nominated producer P2J and she took songwriting inspiration from the likes of Joni Mitchell, Amy Winehouse, Prince & more.
",1022583083,1620000,100,0
UCpzFPW_8KhW7M10biWXS5lg,Capo Plaza,"At the very young age of 20 he gained the attention of the whole italian’s trap scene becoming one of its most relevant representative. 
His lyrics, which talk also about redemption and vindication, send a very strong message to his fans: if you believe in yourself, nothing can stop you from achiving your goals. 
His long awaited debut album, released on april 20th 2018, has been gold certified just after 2 weeks and then double platimum certified. 
One year after its release, the album was still on the top 15 of the italian chart 
The track “tesla”, contained in the album, officially entered the top 200 of spotify global, and ranked first in the official ranking of the best-selling singles of 2018. It is certified fourfold platinum and the video has over 50 million views. His first european tour called “da zero a 20"" started on march 5th from berlin and ended in milan on march 26th 2019 with a big sold out .",990617998,1690000,79,0
UCRhyzgbGh1nk_clvOdDLplQ,MedyCartierVEVO,,60535487,597,16,0
UC3EFF6mAfJu2P3J9vyLk_Mg,Tion Wayne,"Official YouTube channel for music artist Tion Wayne.

For business inquiries & bookings: goldenboy.entertainment@yahoo.com

Debut album 'Green With Envy' available to stream and buy now
https://TWayne.lnk.to/GreenWithEnvy

✉️ Sign up to Tion's mailing list: https://TWayne.lnk.to/MailingList

Tion Wayne x Benjart Green With Envy Collab
lnk.to/Tion-Wayne-Store


Follow Tion
Twitter › https://twitter.com/TIONWAYNE​​
Instagram › https://www.instagram.com/tionwayne/​​
Facebook › https://www.facebook.com/TionWayneOff...
TikTok › https://www.tiktok.com/@tionwayne9​​

https://www.tion-wayne.co.uk/
",283136872,716000,54,0
UCe7uJ_G05_SoncfGmgleTGg,Capo Plaza - Topic,"At the very age of 20 he gained the attention of the whole italian’s trap scene becoming one of its most relevant representative.
Capo Plaza’s lyrics — which also speak about redemption and vindication — send a very strong message to his fans: if you believe in yourself, nothing can stop you from achieving your goals.
His long awaited debut album “20"", released on april 20th 2018, was certified gold only two weeks later.
One year after its release, the album was still on the top 15 on the italian chart.
The track “Tesla” officially entered the spotify global top 200 and became the best-selling single of 2018 in italy.
Capo Plaza has gained great popularity in europe. The first european tour “Da Zero a 20” started in berlin and ended in milan on march 26th 2019 with a big sold out. His tour dates in Barcelona, Paris, London and Nova Gotica sold out quickly. 
In 2021 he’s releasing his long awaited sophomore album.",247211761,28600,131,0
UC-RN-QrnVaYOCue3pVeRaxw,Baby Gang,,646101778,1520000,79,0
UCx8v-goujcpBVF7QKALgp3g,Dan And Shay,"BIGGER HOUSES | NEW ALBUM 9.15.23
https://danandshay.lnk.to/presave
",1410104815,1730000,314,0
UCQwTfHm6fu5KpBhp0wo8Uvw,Mc Kevin Oficial,,1313081536,2400000,81,0
UC1mk9YSOb86NomwwQ1Sa0pg,um pouco de funk,Se increva e deixa o like,554874,2600,32,0
UCzWQnGyNQuvgVYV2OLoqNdg,MC GP,Música,366166374,572000,96,0
UCZ6OI0nMexS2ygzRFaT0OxA,4M Original,Seja Bem vindo ao canal 4M Original um novo coinceito de funk! 4M Records produtora,425401804,1350000,1470,0
_,_,_,_,_,_,2
_,_,_,_,_,_,2
UCjjKiLxvwShZjzhH-RiI6DA,Jaymes Young,"https://jaymesyoung.lnk.to/Infinity
",726589953,989000,39,0
UCkc4xt5f0zgImGdBevqk1Ew,𝒐𝒄𝒆𝒂𝒏𝒃𝒓𝒆𝒆𝒛𝒒,"I'm doing what I love. Don't forget to support. ♥️

contact me: @ocaenbreezq@gmail.com",209591580,176000,513,0
UCvn_BkUWgKPuuZKg_j167TQ,ReelCollective,A group of young filmmakers and things they love.,9836689,43800,26,0
UCm54E8Hlf_z1GIpVUChBTQA,The Walters,"The Walters


",336038279,411000,29,0
UCWXnGZRSAZJQ7JV7id5fufg,The Walters - Topic,"A true phenomenon in the world of indie-pop, The Walters first burst onto the scene in 2014 with “I Love You So” -- a self-released smash that quickly brought the Chicago-bred five-piece massive streaming success, all on the strength of their heart-on-sleeve songwriting and harmony-driven sound. After building a global fan base and touring all over the country, The Walters began an indefinite hiatus in 2017, signing off with a crowd-thrilling set at Lollapalooza 2017. Just as they started plotting their return, the band found themselves thrown back into the pop zeitgeist when “I Love You So” exploded on TikTok in 2021, a whirlwind turn of events that’s generated more 10 billion global TikTok views to date. Along with reaching platinum status and climbing the charts at Top 40 radio—in addition to surpassing 850 million streams on Spotify (and still growing week after week) and hitting #1 in over seven countries on the Viral 50—“I Love You So” soon led to The Walters’ signing with Warner Records. Their debut release for the label, the six-track EP Try Again marks a major triumph for lead vocalist Luke Olson, lead guitarist Walter Kosner, bassist Danny Wells, and drummer Charles Ekhaus, spotlighting the band’s newly sharpened songcraft while retaining their homespun charm. Newly based in L.A., The Walters are now gearing up for a debut full length album that fully delivers on their undeniable promise as a musical and creative force.",78469893,1610,28,0
UCRLZb8PpI9N7COmYqHiDH7A,Sofar Sounds,"We’re Sofar Sounds, your global music community.  We’re artists, music lovers and organizers who create, perform, listen and work to make intimate live music experiences that connect us all. 

Sofars bring people together in homes and unexpected spaces in over 400 cities around the world. They’re intimate, creative and inclusive... and they’re all about artists. 

To learn more visit www.sofarsounds.com

Community Guidelines:

We believe in supporting artists at all points in their careers, providing them with safe and inclusive spaces to perform. We respect them on and off the stage — in-person and online— and we ask that you do the same. We take a zero-tolerance approach to the following in our YouTube comments: 
	• Harassment
	• Cyberbullying
	• Hate speech 
	• Trolling
	• Doxxing 

If you commit any of the above in the comments of any of our videos, your comment(s) will be deleted and you will be blocked from participating in the Sofar Sounds channel. Thank you for understanding! 
",457226632,1380000,22729,0
UC1KSciOT-uObuMBiTjjh4tA,BeachWeatherVEVO,,21070304,12000,34,0
UC9EcbbHa5Fxf6vNAtOah5DQ,peachy !,sped up songs ☆,21226943,10100,135,0
UCUMQU8zVcwgj5EoHx3Jp7BQ,Beach Weather - Topic,,64296222,15300,46,0
UCGm22n-02oom5R_1lITZyAw,LattoVEVO,,380874076,8590,61,0
UCmxvJOoTGGhWJabszw4oaeQ,ChloeBaileyVEVO,,191464052,20000,22,0
UCIKsLwsXsdwXltIktRTzKCA,HitkiddVEVO,,75006056,5160,1,0
UCfk7gY74n0qXEXInpK28lzg,SaucySantanaVEVO,,13060032,1830,9,0
UCmbzA2bP0GqrqekDDkRg-DQ,Justine Skye,,479845149,730000,232,0
_,_,_,_,_,_,2
UCIqPLANV9W9Trwa2p4jFUvQ,JustineSkyeVEVO,,24085167,40300,21,0
UC6rR50jPngIxXXqXq35iigw,A1xJ1VEVO,,15805377,506,6,0
UC9ChdqQRCaZmTCwSJ49tcbw,Sidhu Moose Wala,"Official Channel Of Punjabi Singer Sidhu Moose Wala.

Twitter - https://www.twitter.com/iSidhuMooseWala
Facebook - https://www.facebook.com/SidhuMooseWala
Instagram - https://instagram.com/Sidhu_MooseWala
SnapChat - https://www.snapchat.com/add/SidhuShubh
",6734979107,22600000,115,0
UCY09A-9Zbx4phb5Ni-VuNug,JamesHypeVEVO,Afraid feat. HARLEE out now: https://JamesHype.lnk.to/AfraidID,75451149,342,8,0
UCO2qDKmRHbUUrUOMAxsGm5w,Miggy Dela Rosa,"Born in North London, Miggy Dela Rosa is a Latin pocket rocket and potentially one of Dance musics best kept secrets. 

After years of working with the likes of Sigala, Meduza, Don Diablo, Emilie Sande, George Micheal and Paloma Faith. He is now stepping into the lime light with his new song ‘Ferrari’ written and produced alongside James Hype. 

His vocal performance and energy is electric and after years of using his talents for the amazing acts above. He has a record of his own in which he can entertain the masses.",50366,549,2,0
UCalxo31jMan02eYi2uj0dKw,Miggy Dela Rosa - Topic,,3539,475,1,0
UCT-Pdgx9g3a7beef4J-oOZA,"Corridos, Trap Y Rap ","Bienvenidos a mi segundo canal, corridos, Trap y Rap en el otro canal perdí mi cuenta y hice otra nueva, así que suscribanse a este canal 🙃",936583,1460,54,0
UC648rgJOboZlgcDbW00vTSA,Rancho Humilde,"Era el año 2008, el panorama de la música promovía corridos sumamente violentos. Fue así que determinados a cambiar el rumbo de la música regional mexicana, se juntaron 3 amigos de Los Ángeles, CA con el solo propósito de promover y evolucionar la música campirana de guitarra. Buscando lograr el éxito y después de varios tropiezos fue así que Jimmy, Jb y Roque decidieron formar la disquera RANCHO HUMILDE. 

Logrando establecerse en la industria y con miles de ideas empezaron a liderar movimientos tal como la música de guitarras con tuba y los famosos corridos verdes. Como una historia natural y aun lejos de su potencial Rancho Humilde seguirá promoviendo y apoyando artistas que surgen de las calles estableciendo así una nueva etapa de música regional mexicana urbana.",7525037871,8960000,1612,0
UCgmUtgxaeaT6CSHc70AQMEg,Kim Loaiza,La Mexicana bb 🫦.,1717443394,15800000,20,0
UCrbPlzWoueuZBkdVMRndw_Q,Ferrugem,"Canal oficial do Ferrugem! 

☎️ Gold Produções: comercial@goldproducoes.com.br l (21) 3269-9915 
🖊️ Assessoria de Imprensa: BPMCOM
🎙️ Gravadora Warner Music


Siga Ferrugem nas Redes Sociais:

▶ Facebook: http://bit.ly/FacebookDoFerrugem
▶ Twitter: http://bit.ly/TwitterDoFerrugem 
▶ Instagram: https://www.instagram.com/ferrugem/
▶Spotify: http://bit.ly/SpotifyDoFerrugem
▶ Site Oficial: http://www.cantorferrugem.com.br/",3018432891,5550000,568,0
UCaj7jsvQSwYGZ4OsIZn6U5g,Suel Oficial,"Canal oficial do cantor Suel.

Instagram: https://www.instagram.com/suel/
Facebook: https://www.facebook.com/OficialSuel/
Twitter: https://twitter.com/OficialSuel",171711759,335000,107,0
UC9YImk7k5T4_LNMnOjiXNzw,MUEVA Records,"Mueva Records
info@muevarecords.com.ar
",2767277605,5870000,50,0
UCLbGdCqw-hfCrWlqRwOM2-Q,KHEA,"Con tan solo 23 años, KHEA se ha consolidado como uno de los líderes del movimiento trap latino en Argentina y Latinoamérica. Su salto a la fama fue astronómico luego de que su canción “LOCA” explotara en América Latina. Hasta la fecha, la canción ha acumulado más de 900 millones de vistas asombrosas en Spotify y YouTube.
 
En 2019 fue invitado a presentarse en los principales festivales de América Latina como Lollapalooza Argentina y Chile, Creamfields Chile, Hellow Festival México y Coca Cola Flow Fest México. También ha sido invitado como Invitado Especial durante las paradas de la gira de Daddy Yankee, Anuel AA y Nicky Jam en Argentina y Paraguay.
 
En 2019, también fue uno de los tres únicos artistas latinos que actuaron en el principal circuito de festivales europeos; Tomorrowland, Poland Open'er, Tinderbox, Wireless Germany, Les Ardentes.

MANAGEMENT: kheaflexflex@gmail.com

",1753269377,5000000,79,0
UCtdeqcj1VRfkxCZ427miDMQ,KHEA - Topic,,150903249,1190,71,0
UC1i4cHWZN1Hav2YawCxFPzg,Lautygram,,212598109,614000,16,0
UCtM90dfgPGMDVLHtEcXS6Gg,OMAR ALGO ANDA MAL,"#UrbanDanceMusic
#OmarAlgoAndaMal
#UDM 
",15085002,54900,20,0
UCruKFuct3v1NhQVP2LLu74g,Gian Varela,"Gian Carlo Varela Castillo, known as “Gian Varela”, is an internationally acclaimed EDM & Latin DJ/ Producer and Songwriter born in Panama and shaped in the USA. A Born Rebel, his unconventional yet thrilling ways of fusing sounds and genres defines his artistry. His upbringing in Panama, birthplace of reggaetón’s roots, and moving to USA cultivated his own sound. From viral collaborations with Latin superstars like Sech, Feid, & El Chombo, to Festival tracks and remixes with the support of Armin Van Buuren, Gianluca Vacchi, Fedde Le Grand (to name a few), few artists pack such an energetic arsenal of records as Gian.",14032142,53100,79,0
UCKP_rVftBjeLBb8EME-hvew,Alejo Isakk,Canal oficial de Alejo Isakk.,225228469,519000,28,0
UCe9JQN67fXOpATmbLuR9Upw,SamHuntVEVO,"Sam Hunt on Vevo - Official Music Videos, Live Performances, Interviews and more...",1102805171,975000,70,0
UCztSwKRcz_jZC4KcGVZH69w,Ingrid Andress,"The official YouTube channel for Ingrid Andress. Subscribe for the latest music videos, performances, and more.


",101225883,118000,179,0
UCMbVhQmWVSYX-o5y29XSCXg,SashaSloanVEVO,,482937119,9470,82,0
UCXN65UoHX8f7mkJKeYmflTQ,drawnmap96,,131439049,109000,232,0
UCjRc1fSI7Zg4gVrqXN8jPoQ,Yeol's Wonder,,1438899,4840,2,0
UCmfMTajxmbEKe0A1rQJ4p0A,Masego,A place ,369467096,800000,143,0
UCFNOO0j_y2RowhIIHpn7G3g,Venna,,1981242,9430,14,0
UCCR9_AHrNjiwg2Py81fU02w,Rainbow Kitten Surprise,"Listen to the new single ""Drop Stop Roll"" out now: https://rks.lnk.to/DropStopRoll

Follow RKS:
http://rksband.com
http://instagram.com/rksbandofficial
https://www.tiktok.com/@rksbandofficial
http://twitter.com/rksbandofficial
https://facebook.com/RainbowKittenSurprise
",189747952,278000,105,0
UCiq3IMZgyRm6HzlbvbU7H9Q,Skyler Brigmann,,167207,515,72,0
UCJwaqVwGHi73m-WQWK3QODw,KAYTRANADA,,172131358,336000,5,0
_,_,_,_,_,_,2
UCdJvty5IClKVcrXSOyE4sOA,Kaytranada - Topic,,61654298,2800,165,0
UCb41Xk6cDPcz1r_xEhQqvuA,ALZADA,"#LosDeAlzada
",381814816,1620000,412,0
UCVg8JuO9t0ZAmzPcd7C6AIQ,Charles Ans,Canal oficial de Charles Ans ¡Suscríbete y activa las notificaciones!,1040294334,2030000,393,0
UCnVjIy74Txce4OhMGUcBivg,Danny Ans,,5476930,5810,6,0
UCwEZHdocC85v1PqsqPc0YKw,Jairo Vera TV,Canal Oficial de Jairo Vera.,394429239,492000,39,0
UC34DaENTpI4kuq7FZrfEOGA,Marcianeke,Que saben de corte si nosotros somos el corte!,417201070,901000,57,0
UCWqqDZd90jLJW47Eih7k9OQ,Gino Mella,,160930994,260000,44,0
UC8hKUxAf-HvEr8_MHMMrg4g,Lucky Brown,"Lucky Brown - Artista Urbano Chile 
Sello: Stars Music Chile / Virgin Music Chile
",158438866,193000,17,0
UCTSunqI03xAwFwT1tXwOtcQ,Lleflight,,32068921,67700,25,0
UC09d82usokACH1z5YeKnfiA,FifthHarmonyVEVO,"Fifth Harmony on Vevo - Official Music Videos, Live Performances, Interviews and more...",7432005481,9480000,87,0
UCvclA06ZUVv54J-1ZeJ54Aw,TheVampsVEVO,"Since they burst onto the scene in 2013 – debuting with Top 3 hits (Can We Dance, Wild Heart, Last Night) – The Vamps have barely stopped. Their debut album, 2014’s Meet The Vamps, was a smash, followed 18 months later by their second album, Wake Up. Within those first two years, the band had sold out London’s 20,000 capacity O2 four times. This success has continued with multiple world tours visiting over 25 countries, and in 2019 they became the first band to headline the O2 arena 5 years in a row. The Vamps have a huge international following – their YouTube channel has topped 874M views and combined with their VEVO channel, they are quickly approaching 1.6 Billion views and 3.7M subscribers.",964935780,2070000,66,0
UCdjoz9EURsObi2ov6BD1m-g,Matoma,HAKUNA MATOMA 🙌🏼 It’s all about spreading the LOVE ❤️➡️ linktr.ee/Matoma,112924510,197000,251,0
UCKw92ZnXdnatnKhQ9TtYtlw,The Vamps - Topic,,98975246,8870,1006,0
UCM9r1xn6s30OnlJWb-jc3Sw,XXXTENTACION,"on youtube I will be gaming with fans and friends and expanding my fanbase beyond comparison, I want to be bigger than an artist or ""rapper"" so feel free to contact me to game on here and to invite me to gaming sessions! add me on skype @makeouthill,

I love you all.",10639807115,39700000,135,0
UCwmBr6HdKc_CB-lPF40qIMA,TrueNachoPro,LONG LIVE JAHSEH! 💔,126612756,525000,8,0
UCmwcfAMh2TAWDqEB1Z3Wa2g,Certified Sir,"Ayoo!!

I made this channel to post stuff like compilations or fan music videos i did so yeaah, we're just vibing :D

Hope y'all like it ;D

",601532,2150,23,0
UCIDYt6fo-fvE07uapvNu60Q,Tristan M,"WE DO NOT OWN ANY CONTENT THAT IS POSTED ON THIS PAGE. 
If you want a song taken down email us, just here to make everyone's day :D",3757773,17500,5,0
UCXiHyDr_G05Wf7e2KOZGZWg,EU Clique,Weekly Upload ;) Latest Rap Songs and News! Hope you enjoy the content and keep supporting. C U,4525783,43000,26,0
UCNqFDjYTexJDET3rPDrmJKg,7clouds,"​7clouds is a record label and music curation brand on YouTube - a haven for music lovers with a family of over 20 million subscribers! We bring to you the freshest pop and electronic melodies, paired beautifully with lyric videos set against mesmerizing sky visuals. Curious? Dive into 7clouds on YouTube and let the music take you on a cloud-bound journey.

☁️  7clouds: Where every beat touches the sky! ☁️

Got some tunes of your own? We’d love to hear them! Send over your demo to contact@7clouds.org, or drop your tracks at https://7clouds.portal.district.biz with a ""For Label"" note. Let's make music together!
",15895786731,21200000,2502,0
UCbvU-DD1l193XTBF1TyCXog,Orangensaft Records,,346429,686,23,0
_,_,_,_,_,_,2
UCPxBAI_xhB9PNt1ZFS1qgMA,Drusiph,,13615233,16100,61,0
UCzIyoPv6j1MAZpDHKLGP_eA,Morgan Wallen,"The New Yorker dubbed Morgan Wallen “the most wanted man in country” in part due to the CMA Award Winner’s 9B on-demand streams, multi-platinum certifications and four consecutive chart-toppers, and in part due to his flyover appeal: “Bruce Springsteen meets Larry the Cable Guy.” The critically-acclaimed follow-up to his Double Platinum If I Know Me, Dangerous: The Double Album (Big Loud/Republic Records), topped 2021’s all-genre Billboard 200 Albums year-end chart with 4.1 million units sold and sparked an in-demand 58-show THE DANGEROUS TOUR in 2022 that kicked off this February and sees the “Up Down” (2017), “Whiskey Glasses” (2018), “Chasin’ You” (2019), “More Than My Hometown” (2020), “7 Summers” (2020, named one of Time Magazine’s Best Songs of the Year) and “Sand In My Boots” singer playing two nights at MSG and 3 nights at Bridgestone. Working outside the traditional Nashville mainframe with producer Joey Moi, Hits Magazine notes, “Wallen continually colors outside the lines.”
",3956916712,2550000,85,0
UCIAHKHQ0W1uT7Mtgc8LyVAw,Qvliy,"Hip Hop head, mediocre editor and aspiring creative director",42256855,43800,32,0
UC0gOw4iy-6HwO01q-gA1B0Q,Lil Peep,"http://LILPEEP.COM

Spotify: https://lilpeep.lnk.to/listenYL/spotify
Apple Music: https://lilpeep.lnk.to/listenAY/applemusic
Pandora: https://lilpeep.lnk.to/listenAY/pandora
Amazon Music: https://lilpeep.lnk.to/listenAY/amazonmusic",3878282305,8980000,165,0
UCfVCuGNruhWMMfhKCKB41tg,Wiggy,videographer @omgimwigs,82378831,146000,183,0
UCxJu28_6GreVyGm5X8CCCbw,Alvaro Veloz,"San Miguel - Bolívar :v

Hago vídeos con canciones y películas que me gustan. Espero que disfruten mis vídeos, 
Díganme recomendaciones de canciones o películas que quieren que utilice.

I make videos with songs and movies that I like. I hope you enjoy my videos,
Tell me song or movie recommendations you want me to use.

....................................................................................................................................................................................................................
",33258423,26400,168,0
UCbhkI8iGMU9aOFo7ZOeksGg,Country Paradise,"Welcome to Paradise 🌴 

Your Home For The Best Country Music With Lyrics! All videos will be a lyric video with closed captions (CC) and have lyrics in the description. 

For all inquiries see email below.",512152150,714000,731,0
UCeTyhNPW8vAAko4nch0Enkw,Desvergue Catracho Music,,143389,2090,14,0
UCtdVC7nSYNOpKroA5JicNig,Brent Faiyaz,ISO,675178547,1450000,118,0
UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,"The official YouTube channel of Kodak Black.

Follow Kodak Black
https://twitter.com/KodakBlack1k
https://facebook.com/TheRealKodakBlack
https://instagram.com/kodakblack
https://soundcloud.com/kodak-black
https://open.spotify.com/artist/46SHBwWsqBkxI7EeeBEQG7
",6418255293,8650000,490,0
UCfgsFOdVScKetBXYrFNr5LQ,A Boogie Wit da Hoodie,"The official YouTube channel of multi-platinum rapper/singer-songwriter: Artist Dubose, known as A Boogie Wit Da Hoodie. He made waves with the breakout hit “Still Think About You” featured on his 2016 debut mixtape, ‘Artist.’ The mixtape also introduced fans to “My Shit” which went on to become RIAA certified platinum and was also listed as one of “The Best Songs of 2016” on Apple Music.

A Boogie went on to release the 3x platinum “Drowning feat. Kodak Black” along with the platinum singles “Jungle” and “Timeless.” In fall 2017, A Boogie released his gold certified debut album, ‘The Bigger Artist,’ jumping into the Top 5 on Billboard’s Top 200 and #1 on Billboard’s Emerging Artists chart.

He is nominated for the 2018 BET Awards for “Best New Artist” and the release of his sophomore album, ‘Hoodie SZN’ spent two weeks as the #1 album on the Billboard 200.

Subscribe for the latest official music videos, performances, bts, and more from A Boogie: https://ABoogie.lnk.to/subscribe",3339208525,4950000,297,0
